id,source_file,source_url,detected_source_language,overall_sentiment,score_positive,score_negative,score_neutral,score_mixed,processing_time_sec,raw_excerpt_len,translated_excerpt_len,s3_uri
11,results_json\8664c646e41da404ba6be0cae2f80b567ffef065_1764806439.json,https://timesofindia.indiatimes.com/sports/tennis/top-stories/jannik-sinner-cleared-of-wrongdoing-after-failed-drug-tests-itia-says/articleshow/112667044.cms,en,Neutral,0.3546696901321411,0.00010312642552889884,0.6450657248497009,0.00016147317364811897,0.3775763511657715,1671,1671,
12,results_json\8f7d84da10ccb83f4b6a4dd71d923486773ae4c6_1764805822.json,https://www.corriere.it/sport/tennis/24_agosto_20/sinner-positivo-doping-scagionato-7ce25185-6154-4477-b303-1d701df58xlk.shtml,it,Neutral,0.004184406250715256,0.005279941018670797,0.9897393584251404,0.000796235166490078,0.35197973251342773,18,20,
13,results_json\92da28aa0fbdd2174f1113e1c2cbc72278334d59_1764805818.json,https://www.eurosport.it/tennis/caso-doping-sinner-la-sentenza-spiegata-bene-le-date-i-dettagli-e-come-e-avvenuta-lassunzione-del-clostebol_sto20030540/story.shtml,it,Neutral,0.0010038104373961687,0.00031832075910642743,0.9986715316772461,6.351565843942808e-06,1.1729333400726318,162,158,
14,results_json\981bdb71a292795fa9f49f4961b56392b114d41c_1764805181.json,https://news.qq.com/rain/a/20240825A03C4300,zh,Neutral,0.14869572905202708,0.08733914202700059,0.7031973004341125,0.06076781344503009,1.470740795135498,2000,2000,
15,results_json\9cb8588116e1a59ac8d9b8339b2a1b59b84859b3_1764806437.json,https://www.bbc.com/sport/tennis/articles/cy5ny6lx5dqo,en,Neutral,0.01565118956690033,0.08214364224113524,0.8824393550554911,0.019765787445066962,0.6485316753387451,2000,2000,
16,results_json\9dae9065906a4338a0b65261e7139d67213314f7_1764804945.json,https://www.sohu.com/a/802748101_254667,zh,Neutral,0.00749379675835371,0.2135605327785015,0.7703364193439484,0.008609211537986994,1.125180721282959,2000,2000,
17,results_json\9dae9065906a4338a0b65261e7139d67213314f7_1764805181.json,https://www.sohu.com/a/802748101_254667,zh,Neutral,0.00749379675835371,0.2135605327785015,0.7703364193439484,0.008609211537986994,0.5214385986328125,2000,2000,
18,results_json\aac3ed00eeecc9669fbe87090a6eda5d10189474_1764805189.json,https://news.cctv.com/2024/08/21/ARTIsGLdHATQw2Er1FhgNfGs240821.shtml,zh,Neutral,0.005230240989476442,0.0031093494035303593,0.9916450381278992,1.5410754713229835e-05,0.6629507541656494,12,9,
19,results_json\b06178804a23a3824ce085554af9dd100933c870_1764806437.json,https://www.nytimes.com/athletic/5806315/2025/05/05/jannik-sinner-doping-ban-case-tennis-explained/,en,Neutral,0.005241527716862038,0.06153907300904393,0.9300430566072464,0.0031763699371367693,2.5777556896209717,2000,2000,
20,results_json\b110411ce759abd7ccb852bed3d01fecd43a3fd9_1764805184.json,https://m.thepaper.cn/newsDetail_forward_30228990,zh,Neutral,0.08491686871275306,0.11932028271257877,0.6452246606349945,0.15053818374872208,2.67745041847229,2000,2000,
21,results_json\c26e5d1c06210d9256db06fd8a1183041b347a13_1764805819.json,https://www.rainews.it/articoli/2024/08/sport-tennis-atp-jannik-sinner-positivo-doping-in-aprile-assolto-per-assunzione-inconsapevole-8024a639-1822-4621-87a9-99381b443660.html,it,Neutral,0.01644116546958685,0.043882603757083416,0.544745497405529,0.3949306858703494,1.020456075668335,2000,2000,
22,results_json\c694ad4c1a8c87784fdef9cc2c1aca3a92cf00bd_1764805178.json,http://www.xinhuanet.com/sports/20250216/c4e0ecacb41b46fe8e7db191765bc4d5/c.html,zh,Neutral,0.0033192664850503206,0.015685461461544037,0.9801899790763855,0.0008053665515035391,1.2301218509674072,541,2000,
23,results_json\cc6cfca789536e827591048ea198984f5d1ce621_1764806438.json,https://www.theguardian.com/sport/article/2024/aug/20/jannik-sinner-cleared-of-wrongdoing-failed-anti-doping-tests-tennis,en,Neutral,0.20598521828651428,0.015489840880036354,0.724028080701828,0.054496925324201584,0.38368844985961914,2000,2000,
24,results_json\d4f95cdbd4e8f3b5e1ef563c36e6f344f3c28149_1764806439.json,https://www.arise.tv/jannik-sinner-handed-three-month-ban-over-positive-drug-test/,en,Neutral,0.024461962282657623,0.01436600461602211,0.9155629873275757,0.04560907930135727,0.208388090133667,2000,2000,
25,results_json\e294ed05603c1a81e7657e7558bbf8d856deb194_1764806434.json,https://www.independent.co.uk/sport/tennis/jannik-sinner-wimbledon-doping-case-explained-timeline-b2786961.html,en,Neutral,0.019706920875857275,0.10312397157152493,0.7561082243919373,0.12106091342866421,0.7035603523254395,2000,2000,
26,results_json\faa3f4fff368819853301bde17da2b470875bcf4_1764805834.json,https://www.today.it/sport/sinner-positivo-doping-allenatore-spray-fisioterapista-giacomo-naldi.html,it,Neutral,0.024059323593974113,0.059373777359724045,0.5020627379417419,0.41450420022010803,1.2556142807006836,2000,2000,
27,results_json\fe0b692fa3c9f1b1b1bb15391c1cd035bfa64127_1764805821.json,https://www.avvenire.it/agora/sport/positivo-al-doping-ma-innocente-lultima-disavventura-di-sinner_79977,it,Neutral,0.07493858225643635,0.0371656846255064,0.7803604602813721,0.10753526072949171,1.87705659866333,2000,2000,
